  Time(year)	  SI(Albite)	          pH	    Tot_SiO2	      Tot_Al	      TOT_Na	
  0.0000e+00	 -9.9990e+01	  6.0000e+00	  0.0000e+00	  1.0000e-07	  0.0000e+00	
  1.5844e+00	 -7.5686e+00	  6.0011e+00	  2.4328e-05	  1.2334e-08	  1.2208e-05	
  3.1689e+00	 -6.6632e+00	  6.0022e+00	  4.8731e-05	  6.1451e-09	  2.4413e-05	
  4.7533e+00	 -6.1335e+00	  6.0032e+00	  7.3131e-05	  4.0866e-09	  3.6614e-05	
  6.3378e+00	 -5.7575e+00	  6.0043e+00	  9.7524e-05	  3.0583e-09	  4.8811e-05	
  7.9222e+00	 -5.4657e+00	  6.0054e+00	  1.2191e-04	  2.4417e-09	  6.1004e-05	
  9.5066e+00	 -5.2272e+00	  6.0065e+00	  1.4629e-04	  2.0308e-09	  7.3193e-05	
  1.1091e+01	 -5.0254e+00	  6.0076e+00	  1.7066e-04	  1.7374e-09	  8.5378e-05	
  1.2676e+01	 -4.8505e+00	  6.0086e+00	  1.9502e-04	  1.5174e-09	  9.7559e-05	
  1.4260e+01	 -4.6962e+00	  6.0097e+00	  2.1937e-04	  1.3463e-09	  1.0974e-04	
  1.5844e+01	 -4.5580e+00	  6.0108e+00	  2.4372e-04	  1.2095e-09	  1.2191e-04	
  1.7429e+01	 -4.4329e+00	  6.0119e+00	  2.6806e-04	  1.0975e-09	  1.3408e-04	
  1.9013e+01	 -4.3187e+00	  6.0129e+00	  2.9239e-04	  1.0043e-09	  1.4625e-04	
  2.0598e+01	 -4.2135e+00	  6.0140e+00	  3.1671e-04	  9.2536e-10	  1.5841e-04	
  2.2182e+01	 -4.1161e+00	  6.0151e+00	  3.4103e-04	  8.5775e-10	  1.7056e-04	
  2.3767e+01	 -4.0253e+00	  6.0162e+00	  3.6534e-04	  7.9916e-10	  1.8272e-04	
  2.5351e+01	 -3.9404e+00	  6.0172e+00	  3.8963e-04	  7.4791e-10	  1.9487e-04	
  2.6935e+01	 -3.8605e+00	  6.0183e+00	  4.1393e-04	  7.0270e-10	  2.0701e-04	
  2.8520e+01	 -3.7852e+00	  6.0194e+00	  4.3821e-04	  6.6252e-10	  2.1915e-04	
  3.0104e+01	 -3.7139e+00	  6.0204e+00	  4.6248e-04	  6.2658e-10	  2.3129e-04	
  3.1689e+01	 -3.6462e+00	  6.0215e+00	  4.8675e-04	  5.9424e-10	  2.4342e-04	
  3.3273e+01	 -3.5818e+00	  6.0226e+00	  5.1101e-04	  5.6499e-10	  2.5555e-04	
  3.4858e+01	 -3.5203e+00	  6.0236e+00	  5.3526e-04	  5.3840e-10	  2.6768e-04	
  3.6442e+01	 -3.4615e+00	  6.0247e+00	  5.5950e-04	  5.1414e-10	  2.7980e-04	
  3.8027e+01	 -3.4052e+00	  6.0258e+00	  5.8373e-04	  4.9190e-10	  2.9191e-04	
  3.9611e+01	 -3.3512e+00	  6.0268e+00	  6.0795e-04	  4.7145e-10	  3.0403e-04	
  4.1195e+01	 -3.2993e+00	  6.0279e+00	  6.3217e-04	  4.5257e-10	  3.1613e-04	
  4.2780e+01	 -3.2493e+00	  6.0290e+00	  6.5638e-04	  4.3510e-10	  3.2824e-04	
  4.4364e+01	 -3.2010e+00	  6.0300e+00	  6.8057e-04	  4.1888e-10	  3.4034e-04	
  4.5949e+01	 -3.1545e+00	  6.0311e+00	  7.0476e-04	  4.0379e-10	  3.5243e-04	
  4.7533e+01	 -3.1095e+00	  6.0321e+00	  7.2894e-04	  3.8971e-10	  3.6452e-04	
  4.9118e+01	 -3.0659e+00	  6.0332e+00	  7.5311e-04	  3.7654e-10	  3.7661e-04	
  5.0702e+01	 -3.0237e+00	  6.0343e+00	  7.7727e-04	  3.6420e-10	  3.8869e-04	
  5.2286e+01	 -2.9828e+00	  6.0353e+00	  8.0143e-04	  3.5261e-10	  4.0076e-04	
  5.3871e+01	 -2.9431e+00	  6.0364e+00	  8.2557e-04	  3.4171e-10	  4.1283e-04	
  5.5455e+01	 -2.9045e+00	  6.0374e+00	  8.4970e-04	  3.3143e-10	  4.2490e-04	
  5.7040e+01	 -2.8670e+00	  6.0385e+00	  8.7382e-04	  3.2173e-10	  4.3696e-04	
  5.8624e+01	 -2.8305e+00	  6.0395e+00	  8.9794e-04	  3.1256e-10	  4.4902e-04	
  6.0209e+01	 -2.7949e+00	  6.0406e+00	  9.2204e-04	  3.0387e-10	  4.6107e-04	
  6.1793e+01	 -2.7603e+00	  6.0416e+00	  9.4613e-04	  2.9563e-10	  4.7312e-04	
  6.3378e+01	 -2.7265e+00	  6.0427e+00	  9.7022e-04	  2.8781e-10	  4.8516e-04	
  6.4962e+01	 -2.6935e+00	  6.0438e+00	  9.9429e-04	  2.8037e-10	  4.9719e-04	
  6.6546e+01	 -2.6613e+00	  6.0448e+00	  1.0183e-03	  2.7329e-10	  5.0922e-04	
  6.8131e+01	 -2.6298e+00	  6.0459e+00	  1.0424e-03	  2.6655e-10	  5.2125e-04	
  6.9715e+01	 -2.5991e+00	  6.0469e+00	  1.0664e-03	  2.6011e-10	  5.3327e-04	
  7.1300e+01	 -2.5690e+00	  6.0480e+00	  1.0905e-03	  2.5396e-10	  5.4528e-04	
  7.2884e+01	 -2.5396e+00	  6.0490e+00	  1.1145e-03	  2.4809e-10	  5.5729e-04	
  7.4469e+01	 -2.5108e+00	  6.0500e+00	  1.1385e-03	  2.4246e-10	  5.6930e-04	
  7.6053e+01	 -2.4826e+00	  6.0511e+00	  1.1625e-03	  2.3707e-10	  5.8129e-04	
  7.7637e+01	 -2.4549e+00	  6.0521e+00	  1.1865e-03	  2.3191e-10	  5.9328e-04	
  7.9222e+01	 -2.4278e+00	  6.0532e+00	  1.2104e-03	  2.2696e-10	  6.0527e-04	
  8.0806e+01	 -2.4012e+00	  6.0542e+00	  1.2344e-03	  2.2220e-10	  6.1725e-04	
  8.2391e+01	 -2.3752e+00	  6.0553e+00	  1.2583e-03	  2.1763e-10	  6.2922e-04	
  8.3975e+01	 -2.3496e+00	  6.0563e+00	  1.2823e-03	  2.1323e-10	  6.4119e-04	
  8.5560e+01	 -2.3245e+00	  6.0574e+00	  1.3062e-03	  2.0900e-10	  6.5315e-04	
  8.7144e+01	 -2.2998e+00	  6.0584e+00	  1.3301e-03	  2.0492e-10	  6.6510e-04	
  8.8729e+01	 -2.2756e+00	  6.0594e+00	  1.3540e-03	  2.0100e-10	  6.7705e-04	
  9.0313e+01	 -2.2518e+00	  6.0605e+00	  1.3779e-03	  1.9721e-10	  6.8899e-04	
  9.1897e+01	 -2.2284e+00	  6.0615e+00	  1.4017e-03	  1.9356e-10	  7.0092e-04	
  9.3482e+01	 -2.2054e+00	  6.0626e+00	  1.4256e-03	  1.9003e-10	  7.1284e-04	
  9.5066e+01	 -2.1827e+00	  6.0636e+00	  1.4494e-03	  1.8662e-10	  7.2476e-04	
  9.6651e+01	 -2.1604e+00	  6.0646e+00	  1.4732e-03	  1.8333e-10	  7.3667e-04	
  9.8235e+01	 -2.1385e+00	  6.0657e+00	  1.4971e-03	  1.8014e-10	  7.4858e-04	
  9.9820e+01	 -2.1170e+00	  6.0667e+00	  1.5208e-03	  1.7706e-10	  7.6047e-04	
  1.0140e+02	 -2.0957e+00	  6.0677e+00	  1.5446e-03	  1.7408e-10	  7.7236e-04	
  1.0299e+02	 -2.0748e+00	  6.0688e+00	  1.5684e-03	  1.7119e-10	  7.8424e-04	
  1.0457e+02	 -2.0542e+00	  6.0698e+00	  1.5921e-03	  1.6839e-10	  7.9612e-04	
  1.0616e+02	 -2.0339e+00	  6.0708e+00	  1.6159e-03	  1.6568e-10	  8.0798e-04	
  1.0774e+02	 -2.0139e+00	  6.0718e+00	  1.6396e-03	  1.6304e-10	  8.1984e-04	
  1.0933e+02	 -1.9942e+00	  6.0729e+00	  1.6633e-03	  1.6049e-10	  8.3168e-04	
  1.1091e+02	 -1.9747e+00	  6.0739e+00	  1.6869e-03	  1.5801e-10	  8.4352e-04	
  1.1250e+02	 -1.9556e+00	  6.0749e+00	  1.7106e-03	  1.5560e-10	  8.5535e-04	
  1.1408e+02	 -1.9367e+00	  6.0760e+00	  1.7342e-03	  1.5327e-10	  8.6717e-04	
  1.1566e+02	 -1.9180e+00	  6.0770e+00	  1.7579e-03	  1.5099e-10	  8.7899e-04	
  1.1725e+02	 -1.8996e+00	  6.0780e+00	  1.7815e-03	  1.4879e-10	  8.9079e-04	
  1.1883e+02	 -1.8815e+00	  6.0790e+00	  1.8051e-03	  1.4664e-10	  9.0258e-04	
  1.2042e+02	 -1.8636e+00	  6.0800e+00	  1.8286e-03	  1.4455e-10	  9.1437e-04	
  1.2200e+02	 -1.8459e+00	  6.0811e+00	  1.8522e-03	  1.4251e-10	  9.2614e-04	
  1.2359e+02	 -1.8284e+00	  6.0821e+00	  1.8757e-03	  1.4054e-10	  9.3790e-04	
  1.2517e+02	 -1.8112e+00	  6.0831e+00	  1.8992e-03	  1.3861e-10	  9.4965e-04	
  1.2676e+02	 -1.7942e+00	  6.0841e+00	  1.9227e-03	  1.3673e-10	  9.6139e-04	
  1.2834e+02	 -1.7774e+00	  6.0851e+00	  1.9461e-03	  1.3490e-10	  9.7312e-04	
  1.2992e+02	 -1.7608e+00	  6.0861e+00	  1.9696e-03	  1.3312e-10	  9.8484e-04	
  1.3151e+02	 -1.7443e+00	  6.0872e+00	  1.9930e-03	  1.3138e-10	  9.9655e-04	
  1.3309e+02	 -1.7281e+00	  6.0882e+00	  2.0164e-03	  1.2969e-10	  1.0082e-03	
  1.3468e+02	 -1.7121e+00	  6.0892e+00	  2.0398e-03	  1.2803e-10	  1.0199e-03	
  1.3626e+02	 -1.6963e+00	  6.0902e+00	  2.0631e-03	  1.2642e-10	  1.0316e-03	
  1.3785e+02	 -1.6806e+00	  6.0912e+00	  2.0864e-03	  1.2484e-10	  1.0433e-03	
  1.3943e+02	 -1.6652e+00	  6.0922e+00	  2.1098e-03	  1.2331e-10	  1.0549e-03	
  1.4102e+02	 -1.6499e+00	  6.0932e+00	  2.1330e-03	  1.2181e-10	  1.0666e-03	
  1.4260e+02	 -1.6347e+00	  6.0942e+00	  2.1563e-03	  1.2034e-10	  1.0782e-03	
  1.4418e+02	 -1.6198e+00	  6.0952e+00	  2.1795e-03	  1.1891e-10	  1.0898e-03	
  1.4577e+02	 -1.6050e+00	  6.0962e+00	  2.2027e-03	  1.1751e-10	  1.1014e-03	
  1.4735e+02	 -1.5903e+00	  6.0972e+00	  2.2259e-03	  1.1614e-10	  1.1130e-03	
  1.4894e+02	 -1.5759e+00	  6.0982e+00	  2.2491e-03	  1.1480e-10	  1.1246e-03	
  1.5052e+02	 -1.5615e+00	  6.0992e+00	  2.2722e-03	  1.1349e-10	  1.1361e-03	
  1.5211e+02	 -1.5474e+00	  6.1002e+00	  2.2953e-03	  1.1221e-10	  1.1477e-03	
  1.5369e+02	 -1.5334e+00	  6.1012e+00	  2.3183e-03	  1.1096e-10	  1.1592e-03	
  1.5527e+02	 -1.5195e+00	  6.1022e+00	  2.3414e-03	  1.0974e-10	  1.1707e-03	
  1.5686e+02	 -1.5057e+00	  6.1032e+00	  2.3644e-03	  1.0854e-10	  1.1823e-03	
  1.5844e+02	 -1.4922e+00	  6.1042e+00	  2.3874e-03	  1.0737e-10	  1.1937e-03	
  1.6003e+02	 -1.4787e+00	  6.1052e+00	  2.4103e-03	  1.0622e-10	  1.2052e-03	
  1.6161e+02	 -1.4654e+00	  6.1062e+00	  2.4333e-03	  1.0510e-10	  1.2167e-03	
  1.6320e+02	 -1.4522e+00	  6.1072e+00	  2.4562e-03	  1.0400e-10	  1.2281e-03	
  1.6478e+02	 -1.4391e+00	  6.1082e+00	  2.4790e-03	  1.0292e-10	  1.2396e-03	
  1.6637e+02	 -1.4262e+00	  6.1091e+00	  2.5019e-03	  1.0186e-10	  1.2510e-03	
  1.6795e+02	 -1.4134e+00	  6.1101e+00	  2.5247e-03	  1.0083e-10	  1.2624e-03	
  1.6953e+02	 -1.4007e+00	  6.1111e+00	  2.5474e-03	  9.9812e-11	  1.2738e-03	
  1.7112e+02	 -1.3882e+00	  6.1121e+00	  2.5702e-03	  9.8817e-11	  1.2851e-03	
  1.7270e+02	 -1.3758e+00	  6.1131e+00	  2.5929e-03	  9.7843e-11	  1.2965e-03	
  1.7429e+02	 -1.3634e+00	  6.1140e+00	  2.6156e-03	  9.6887e-11	  1.3078e-03	
  1.7587e+02	 -1.3513e+00	  6.1150e+00	  2.6382e-03	  9.5950e-11	  1.3191e-03	
  1.7746e+02	 -1.3392e+00	  6.1160e+00	  2.6608e-03	  9.5031e-11	  1.3304e-03	
  1.7904e+02	 -1.3272e+00	  6.1170e+00	  2.6834e-03	  9.4130e-11	  1.3417e-03	
  1.8063e+02	 -1.3153e+00	  6.1179e+00	  2.7059e-03	  9.3245e-11	  1.3530e-03	
  1.8221e+02	 -1.3036e+00	  6.1189e+00	  2.7284e-03	  9.2378e-11	  1.3642e-03	
  1.8379e+02	 -1.2919e+00	  6.1199e+00	  2.7508e-03	  9.1526e-11	  1.3755e-03	
  1.8538e+02	 -1.2804e+00	  6.1208e+00	  2.7733e-03	  9.0690e-11	  1.3867e-03	
  1.8696e+02	 -1.2690e+00	  6.1218e+00	  2.7956e-03	  8.9870e-11	  1.3979e-03	
  1.8855e+02	 -1.2576e+00	  6.1228e+00	  2.8180e-03	  8.9065e-11	  1.4090e-03	
  1.9013e+02	 -1.2464e+00	  6.1237e+00	  2.8403e-03	  8.8274e-11	  1.4202e-03	
  1.9172e+02	 -1.2353e+00	  6.1247e+00	  2.8626e-03	  8.7498e-11	  1.4313e-03	
  1.9330e+02	 -1.2243e+00	  6.1256e+00	  2.8848e-03	  8.6736e-11	  1.4424e-03	
  1.9489e+02	 -1.2133e+00	  6.1266e+00	  2.9070e-03	  8.5987e-11	  1.4535e-03	
  1.9647e+02	 -1.2025e+00	  6.1276e+00	  2.9291e-03	  8.5251e-11	  1.4646e-03	
  1.9805e+02	 -1.1918e+00	  6.1285e+00	  2.9512e-03	  8.4529e-11	  1.4757e-03	
  1.9964e+02	 -1.1811e+00	  6.1295e+00	  2.9733e-03	  8.3819e-11	  1.4867e-03	
  2.0122e+02	 -1.1706e+00	  6.1304e+00	  2.9953e-03	  8.3122e-11	  1.4977e-03	
  2.0281e+02	 -1.1601e+00	  6.1314e+00	  3.0173e-03	  8.2436e-11	  1.5087e-03	
  2.0439e+02	 -1.1497e+00	  6.1323e+00	  3.0392e-03	  8.1763e-11	  1.5197e-03	
  2.0598e+02	 -1.1394e+00	  6.1332e+00	  3.0611e-03	  8.1100e-11	  1.5306e-03	
  2.0756e+02	 -1.1292e+00	  6.1342e+00	  3.0829e-03	  8.0449e-11	  1.5415e-03	
  2.0915e+02	 -1.1191e+00	  6.1351e+00	  3.1047e-03	  7.9810e-11	  1.5524e-03	
  2.1073e+02	 -1.1091e+00	  6.1361e+00	  3.1265e-03	  7.9180e-11	  1.5633e-03	
  2.1231e+02	 -1.0992e+00	  6.1370e+00	  3.1482e-03	  7.8562e-11	  1.5741e-03	
  2.1390e+02	 -1.0893e+00	  6.1379e+00	  3.1698e-03	  7.7953e-11	  1.5850e-03	
  2.1548e+02	 -1.0795e+00	  6.1388e+00	  3.1914e-03	  7.7355e-11	  1.5958e-03	
  2.1707e+02	 -1.0698e+00	  6.1398e+00	  3.2130e-03	  7.6767e-11	  1.6065e-03	
  2.1865e+02	 -1.0602e+00	  6.1407e+00	  3.2345e-03	  7.6188e-11	  1.6173e-03	
  2.2024e+02	 -1.0507e+00	  6.1416e+00	  3.2560e-03	  7.5618e-11	  1.6280e-03	
  2.2182e+02	 -1.0412e+00	  6.1425e+00	  3.2774e-03	  7.5058e-11	  1.6387e-03	
  2.2341e+02	 -1.0318e+00	  6.1435e+00	  3.2987e-03	  7.4507e-11	  1.6494e-03	
  2.2499e+02	 -1.0225e+00	  6.1444e+00	  3.3200e-03	  7.3965e-11	  1.6601e-03	
  2.2657e+02	 -1.0133e+00	  6.1453e+00	  3.3413e-03	  7.3431e-11	  1.6707e-03	
  2.2816e+02	 -1.0042e+00	  6.1462e+00	  3.3625e-03	  7.2906e-11	  1.6813e-03	
  2.2974e+02	 -9.9509e-01	  6.1471e+00	  3.3837e-03	  7.2389e-11	  1.6919e-03	
  2.3133e+02	 -9.8609e-01	  6.1480e+00	  3.4048e-03	  7.1880e-11	  1.7024e-03	
  2.3291e+02	 -9.7716e-01	  6.1489e+00	  3.4258e-03	  7.1379e-11	  1.7129e-03	
  2.3450e+02	 -9.6831e-01	  6.1498e+00	  3.4468e-03	  7.0886e-11	  1.7234e-03	
  2.3608e+02	 -9.5952e-01	  6.1507e+00	  3.4677e-03	  7.0401e-11	  1.7339e-03	
  2.3767e+02	 -9.5081e-01	  6.1516e+00	  3.4886e-03	  6.9923e-11	  1.7443e-03	
  2.3925e+02	 -9.4217e-01	  6.1525e+00	  3.5094e-03	  6.9452e-11	  1.7548e-03	
  2.4083e+02	 -9.3359e-01	  6.1534e+00	  3.5302e-03	  6.8989e-11	  1.7651e-03	
  2.4242e+02	 -9.2509e-01	  6.1543e+00	  3.5509e-03	  6.8533e-11	  1.7755e-03	
  2.4400e+02	 -9.1665e-01	  6.1552e+00	  3.5715e-03	  6.8083e-11	  1.7858e-03	
  2.4559e+02	 -9.0828e-01	  6.1561e+00	  3.5921e-03	  6.7641e-11	  1.7961e-03	
  2.4717e+02	 -8.9998e-01	  6.1570e+00	  3.6127e-03	  6.7205e-11	  1.8064e-03	
  2.4876e+02	 -8.9174e-01	  6.1579e+00	  3.6331e-03	  6.6775e-11	  1.8166e-03	
  2.5034e+02	 -8.8357e-01	  6.1587e+00	  3.6535e-03	  6.6352e-11	  1.8268e-03	
  2.5193e+02	 -8.7546e-01	  6.1596e+00	  3.6739e-03	  6.5936e-11	  1.8370e-03	
  2.5351e+02	 -8.6742e-01	  6.1605e+00	  3.6942e-03	  6.5525e-11	  1.8471e-03	
  2.5509e+02	 -8.5944e-01	  6.1614e+00	  3.7144e-03	  6.5121e-11	  1.8572e-03	
  2.5668e+02	 -8.5153e-01	  6.1622e+00	  3.7345e-03	  6.4722e-11	  1.8673e-03	
  2.5826e+02	 -8.4368e-01	  6.1631e+00	  3.7546e-03	  6.4330e-11	  1.8774e-03	
  2.5985e+02	 -8.3589e-01	  6.1639e+00	  3.7747e-03	  6.3943e-11	  1.8874e-03	
  2.6143e+02	 -8.2816e-01	  6.1648e+00	  3.7946e-03	  6.3561e-11	  1.8974e-03	
  2.6302e+02	 -8.2049e-01	  6.1657e+00	  3.8145e-03	  6.3185e-11	  1.9073e-03	
  2.6460e+02	 -8.1288e-01	  6.1665e+00	  3.8344e-03	  6.2815e-11	  1.9172e-03	
  2.6619e+02	 -8.0534e-01	  6.1674e+00	  3.8541e-03	  6.2450e-11	  1.9271e-03	
  2.6777e+02	 -7.9786e-01	  6.1682e+00	  3.8738e-03	  6.2091e-11	  1.9370e-03	
  2.6935e+02	 -7.9043e-01	  6.1691e+00	  3.8935e-03	  6.1736e-11	  1.9468e-03	
  2.7094e+02	 -7.8307e-01	  6.1699e+00	  3.9130e-03	  6.1387e-11	  1.9566e-03	
  2.7252e+02	 -7.7576e-01	  6.1707e+00	  3.9325e-03	  6.1042e-11	  1.9663e-03	
  2.7411e+02	 -7.6851e-01	  6.1716e+00	  3.9519e-03	  6.0703e-11	  1.9760e-03	
  2.7569e+02	 -7.6132e-01	  6.1724e+00	  3.9713e-03	  6.0368e-11	  1.9857e-03	
  2.7728e+02	 -7.5419e-01	  6.1732e+00	  3.9905e-03	  6.0038e-11	  1.9953e-03	
  2.7886e+02	 -7.4711e-01	  6.1741e+00	  4.0097e-03	  5.9713e-11	  2.0049e-03	
  2.8045e+02	 -7.4009e-01	  6.1749e+00	  4.0289e-03	  5.9392e-11	  2.0145e-03	
  2.8203e+02	 -7.3312e-01	  6.1757e+00	  4.0479e-03	  5.9076e-11	  2.0240e-03	
  2.8361e+02	 -7.2621e-01	  6.1765e+00	  4.0669e-03	  5.8764e-11	  2.0335e-03	
  2.8520e+02	 -7.1935e-01	  6.1773e+00	  4.0859e-03	  5.8456e-11	  2.0430e-03	
  2.8678e+02	 -7.1255e-01	  6.1782e+00	  4.1047e-03	  5.8153e-11	  2.0524e-03	
  2.8837e+02	 -7.0580e-01	  6.1790e+00	  4.1235e-03	  5.7854e-11	  2.0618e-03	
  2.8995e+02	 -6.9911e-01	  6.1798e+00	  4.1422e-03	  5.7559e-11	  2.0711e-03	
  2.9154e+02	 -6.9247e-01	  6.1806e+00	  4.1608e-03	  5.7268e-11	  2.0804e-03	
  2.9312e+02	 -6.8588e-01	  6.1814e+00	  4.1793e-03	  5.6981e-11	  2.0897e-03	
  2.9471e+02	 -6.7934e-01	  6.1822e+00	  4.1978e-03	  5.6698e-11	  2.0990e-03	
  2.9629e+02	 -6.7286e-01	  6.1830e+00	  4.2162e-03	  5.6418e-11	  2.1082e-03	
  2.9787e+02	 -6.6642e-01	  6.1837e+00	  4.2345e-03	  5.6143e-11	  2.1173e-03	
  2.9946e+02	 -6.6004e-01	  6.1845e+00	  4.2528e-03	  5.5871e-11	  2.1264e-03	
  3.0104e+02	 -6.5371e-01	  6.1853e+00	  4.2709e-03	  5.5603e-11	  2.1355e-03	
  3.0263e+02	 -6.4743e-01	  6.1861e+00	  4.2890e-03	  5.5339e-11	  2.1446e-03	
  3.0421e+02	 -6.4120e-01	  6.1869e+00	  4.3070e-03	  5.5078e-11	  2.1536e-03	
  3.0580e+02	 -6.3502e-01	  6.1876e+00	  4.3250e-03	  5.4821e-11	  2.1625e-03	
  3.0738e+02	 -6.2889e-01	  6.1884e+00	  4.3428e-03	  5.4567e-11	  2.1715e-03	
  3.0897e+02	 -6.2281e-01	  6.1892e+00	  4.3606e-03	  5.4317e-11	  2.1803e-03	
  3.1055e+02	 -6.1677e-01	  6.1899e+00	  4.3783e-03	  5.4069e-11	  2.1892e-03	
  3.1213e+02	 -6.1079e-01	  6.1907e+00	  4.3959e-03	  5.3826e-11	  2.1980e-03	
  3.1372e+02	 -6.0485e-01	  6.1915e+00	  4.4134e-03	  5.3585e-11	  2.2067e-03	
  3.1530e+02	 -5.9896e-01	  6.1922e+00	  4.4308e-03	  5.3348e-11	  2.2155e-03	
  3.1689e+02	 -5.9312e-01	  6.1930e+00	  4.4482e-03	  5.3113e-11	  2.2242e-03	
  3.1847e+02	 -5.8733e-01	  6.1937e+00	  4.4655e-03	  5.2882e-11	  2.2328e-03	
  3.2006e+02	 -5.8158e-01	  6.1944e+00	  4.4827e-03	  5.2654e-11	  2.2414e-03	
  3.2164e+02	 -5.7588e-01	  6.1952e+00	  4.4998e-03	  5.2429e-11	  2.2500e-03	
  3.2323e+02	 -5.7023e-01	  6.1959e+00	  4.5168e-03	  5.2207e-11	  2.2585e-03	
  3.2481e+02	 -5.6462e-01	  6.1966e+00	  4.5338e-03	  5.1988e-11	  2.2669e-03	
  3.2639e+02	 -5.5906e-01	  6.1974e+00	  4.5507e-03	  5.1772e-11	  2.2754e-03	
  3.2798e+02	 -5.5355e-01	  6.1981e+00	  4.5674e-03	  5.1558e-11	  2.2838e-03	
  3.2956e+02	 -5.4807e-01	  6.1988e+00	  4.5841e-03	  5.1347e-11	  2.2921e-03	
  3.3115e+02	 -5.4265e-01	  6.1995e+00	  4.6008e-03	  5.1139e-11	  2.3004e-03	
  3.3273e+02	 -5.3727e-01	  6.2002e+00	  4.6173e-03	  5.0934e-11	  2.3087e-03	
  3.3432e+02	 -5.3193e-01	  6.2010e+00	  4.6337e-03	  5.0732e-11	  2.3169e-03	
  3.3590e+02	 -5.2664e-01	  6.2017e+00	  4.6501e-03	  5.0532e-11	  2.3251e-03	
  3.3749e+02	 -5.2139e-01	  6.2024e+00	  4.6664e-03	  5.0334e-11	  2.3332e-03	
  3.3907e+02	 -5.1618e-01	  6.2031e+00	  4.6825e-03	  5.0140e-11	  2.3413e-03	
  3.4065e+02	 -5.1102e-01	  6.2038e+00	  4.6986e-03	  4.9947e-11	  2.3494e-03	
  3.4224e+02	 -5.0590e-01	  6.2045e+00	  4.7146e-03	  4.9758e-11	  2.3574e-03	
  3.4382e+02	 -5.0082e-01	  6.2051e+00	  4.7306e-03	  4.9570e-11	  2.3653e-03	
  3.4541e+02	 -4.9579e-01	  6.2058e+00	  4.7464e-03	  4.9385e-11	  2.3733e-03	
  3.4699e+02	 -4.9080e-01	  6.2065e+00	  4.7622e-03	  4.9203e-11	  2.3811e-03	
  3.4858e+02	 -4.8585e-01	  6.2072e+00	  4.7778e-03	  4.9023e-11	  2.3890e-03	
  3.5016e+02	 -4.8094e-01	  6.2079e+00	  4.7934e-03	  4.8845e-11	  2.3967e-03	
  3.5175e+02	 -4.7607e-01	  6.2085e+00	  4.8089e-03	  4.8669e-11	  2.4045e-03	
  3.5333e+02	 -4.7125e-01	  6.2092e+00	  4.8243e-03	  4.8496e-11	  2.4122e-03	
  3.5491e+02	 -4.6646e-01	  6.2098e+00	  4.8396e-03	  4.8325e-11	  2.4198e-03	
  3.5650e+02	 -4.6172e-01	  6.2105e+00	  4.8548e-03	  4.8156e-11	  2.4274e-03	
  3.5808e+02	 -4.5701e-01	  6.2112e+00	  4.8699e-03	  4.7989e-11	  2.4350e-03	
  3.5967e+02	 -4.5235e-01	  6.2118e+00	  4.8850e-03	  4.7824e-11	  2.4425e-03	
  3.6125e+02	 -4.4772e-01	  6.2125e+00	  4.8999e-03	  4.7662e-11	  2.4500e-03	
  3.6284e+02	 -4.4314e-01	  6.2131e+00	  4.9148e-03	  4.7501e-11	  2.4574e-03	
  3.6442e+02	 -4.3859e-01	  6.2137e+00	  4.9296e-03	  4.7343e-11	  2.4648e-03	
  3.6601e+02	 -4.3409e-01	  6.2144e+00	  4.9442e-03	  4.7186e-11	  2.4722e-03	
  3.6759e+02	 -4.2962e-01	  6.2150e+00	  4.9588e-03	  4.7032e-11	  2.4795e-03	
  3.6917e+02	 -4.2519e-01	  6.2156e+00	  4.9733e-03	  4.6880e-11	  2.4867e-03	
  3.7076e+02	 -4.2080e-01	  6.2163e+00	  4.9877e-03	  4.6729e-11	  2.4939e-03	
  3.7234e+02	 -4.1645e-01	  6.2169e+00	  5.0021e-03	  4.6580e-11	  2.5011e-03	
  3.7393e+02	 -4.1214e-01	  6.2175e+00	  5.0163e-03	  4.6434e-11	  2.5082e-03	
  3.7551e+02	 -4.0786e-01	  6.2181e+00	  5.0304e-03	  4.6289e-11	  2.5153e-03	
  3.7710e+02	 -4.0362e-01	  6.2187e+00	  5.0445e-03	  4.6146e-11	  2.5223e-03	
  3.7868e+02	 -3.9942e-01	  6.2193e+00	  5.0585e-03	  4.6004e-11	  2.5293e-03	
  3.8027e+02	 -3.9525e-01	  6.2199e+00	  5.0723e-03	  4.5865e-11	  2.5362e-03	
  3.8185e+02	 -3.9113e-01	  6.2205e+00	  5.0861e-03	  4.5727e-11	  2.5431e-03	
  3.8343e+02	 -3.8704e-01	  6.2211e+00	  5.0998e-03	  4.5591e-11	  2.5499e-03	
  3.8502e+02	 -3.8298e-01	  6.2217e+00	  5.1134e-03	  4.5457e-11	  2.5567e-03	
  3.8660e+02	 -3.7896e-01	  6.2223e+00	  5.1269e-03	  4.5324e-11	  2.5635e-03	
  3.8819e+02	 -3.7498e-01	  6.2229e+00	  5.1403e-03	  4.5193e-11	  2.5702e-03	
  3.8977e+02	 -3.7103e-01	  6.2234e+00	  5.1536e-03	  4.5064e-11	  2.5769e-03	
  3.9136e+02	 -3.6712e-01	  6.2240e+00	  5.1669e-03	  4.4936e-11	  2.5835e-03	
  3.9294e+02	 -3.6324e-01	  6.2246e+00	  5.1800e-03	  4.4810e-11	  2.5901e-03	
